1	-0.383924
2	-0.775593
3	-0.428563
4	0.678144
5	1.12451
6	0.635136
7	-1.08457
8	0.284881
9	0.31843
10	0.845907
11	-1.88419
12	0.934418
13	-1.28016
14	0.876807
15	-0.537197
16	-0.373339
17	-0.966841
18	0.247921
19	1.32774
20	0.482423
21	0.390944
22	-0.404483
23	0.342775
24	-0.797869
25	0.217013
26	1.15322
27	0.783596
28	1.77353
29	1.28751
30	-0.667767
31	-0.436834
32	0.801632
33	1.155
34	-0.0814528
35	1.76767
36	-1.62832
37	-1.14368
38	0.0702432
39	0.0328511
40	-0.351209
41	1.49211
42	-1.47319
43	1.16577
44	0.30017
45	-0.463828
46	-0.119872
47	-0.363703
48	2.11319
49	-1.42932
50	-0.242513
51	1.15618
52	-0.118408
53	-0.812802
54	-0.291186
55	-1.97479
56	1.4219
57	-0.385738
58	-3.43726
59	-0.84947
60	-2.1789
61	0.214002
62	-0.224709
63	1.08394
64	1.3362
65	0.696965
66	-0.113821
67	-1.28005
68	0.394843
69	-1.10167
70	-0.0319889
71	-0.622166
72	-0.136149
73	0.541262
74	0.741032
75	0.241531
76	0.0367642
77	0.113613
78	0.553282
79	0.0139027
80	1.80766
81	-0.0181206
82	-0.775275
83	0.747584
84	-1.49325
85	-0.012221
86	1.04656
87	-0.745733
88	-2.41471
89	-0.33235
90	-0.0525933
91	0.260935
92	2.18088
93	0.959826
94	2.46716
95	-0.838124
96	0.572644
97	1.20978
98	-1.46735
99	0.832539
100	-0.541496
101	-0.747554
102	-0.0709342
103	-1.60455
104	-1.6223
105	-0.599627
106	0.902947
107	-2.68619
108	-1.08439
109	0.629261
110	0.389637
111	1.33987
112	-0.8441
113	0.392227
114	0.696384
115	0.334914
116	-0.812614
117	-1.01924
118	0.344217
119	0.503642
120	0.466432
121	-0.250784
122	0.309203
123	0.0748226
124	-0.712933
125	0.0149736
126	-0.595901
127	-0.649195
128	-0.394721
129	-1.5545
130	-0.296234
131	-0.357864
132	0.804396
133	-1.07696
134	0.993691
135	0.0300215
136	-1.31325
137	1.04361
138	-0.262544
139	0.0478106
140	-0.435435
141	-0.631433
142	1.44557
143	0.790265
144	-0.0867199
145	1.10686
146	1.84993
147	-1.67871
148	-0.179352
149	0.0322265
150	-1.19912
151	1.20059
152	1.06385
153	-0.572375
154	1.76905
155	0.898226
156	0.285135
157	-0.589287
158	0.0876241
159	-0.90643
160	-0.451247
161	-0.311786
162	2.96127
163	0.817577
164	-0.0226028
165	0.263497
166	0.865964
167	0.732565
168	-1.44282
169	1.83138
170	1.09909
171	-0.866566
172	0.863905
173	0.852077
174	-0.365258
175	-1.32023
176	0.318724
177	0.163164
178	-3.89197
179	0.881691
180	-1.03985
181	-0.297602
182	0.57355
183	-0.1169
184	-2.83274
185	1.00498
186	-1.08417
187	1.94646
188	-2.29054
189	0.158527
190	0.404921
191	0.204841
192	-1.09381
193	-0.660593
194	0.754205
195	-1.63963
196	0.337406
197	-0.171457
198	0.659114
199	-0.825744
200	-0.878741
201	0.711099
202	-1.02841
203	1.42585
204	-0.0557173
205	-0.0654634
206	-0.11388
207	-0.72374
208	1.00704
209	-0.427289
210	1.15794
211	-1.04498
212	0.240471
213	-0.753636
214	-1.19116
215	-0.688394
216	-0.607077
217	1.33115
218	-1.42633
219	-1.99285
220	0.417355
221	-0.243227
222	-0.807501
223	-0.378264
224	-1.30066
225	0.900968
226	-0.270059
227	0.0175685
228	-0.579982
229	-1.91763
230	-0.392171
231	1.10367
232	1.5823
233	1.47395
234	0.00249657
235	-2.4653
236	-0.570605
237	-0.79983
238	-0.8204
239	-0.421407
240	-1.17396
241	0.889488
242	-0.460889
243	1.19413
244	0.7536
245	-0.80235
246	-0.803534
247	1.42042
248	-1.30142
249	-0.3105
250	1.06781
251	0.708595
252	-1.30945
253	1.70158
254	-2.07649
255	-1.50109
256	-0.981053
257	-0.0892721
258	-0.789759
259	-0.335049
260	1.35307
261	0.799484
262	-0.797224
263	-0.262931
264	0.191123
265	-2.30443
266	-1.44631
267	0.58126
268	1.24392
269	0.158337
270	0.0699233
271	-0.661906
272	-0.439708
273	-0.0314338
274	0.217363
275	-1.32015
276	-0.732416
277	-0.240819
278	-0.0328866
279	-1.36532
280	-0.283144
281	-1.04801
282	0.846472
283	-0.685354
284	-0.014084
285	-1.25465
286	-2.63523
287	-0.154955
288	2.07641
289	-1.0435
290	1.07758
291	1.15209
292	0.225275
293	-0.392765
294	0.524131
295	-0.92106
296	0.897329
297	-0.357333
298	-0.823058
299	-0.882525
300	-0.070802
301	1.04103
302	-1.1204
303	-2.05792
304	0.408498
305	-1.11155
306	-0.0962767
307	-0.355695
308	0.0681966
309	-0.0665444
310	-1.84888
311	1.0562
312	-1.28894
313	0.377398
314	-1.00946
315	-0.261178
316	-0.935407
317	-0.264152
318	-1.1245
319	-0.6137
320	-1.14066
321	0.0701728
322	-1.37151
323	1.45277
324	-1.263
325	0.361692
326	1.21667
327	1.23407
328	-1.59328
329	0.535214
330	0.239825
331	-1.41413
332	0.570547
333	-0.0446124
334	-0.499645
335	0.0134674
336	0.020093
337	-0.866587
338	-0.418548
339	0.897774
340	-0.105766
341	0.453816
342	-0.963992
343	-0.184177
344	-1.68776
345	-0.532769
346	0.721394
347	-0.287975
348	-1.29052
349	-0.501645
350	-0.681418
351	-0.339138
352	-0.754712
353	-0.269377
354	-0.73166
355	-0.216395
356	-1.44594
357	2.5882
358	1.6318
359	-0.68511
360	0.48276
361	-1.20981
362	-0.685966
363	0.778624
364	-0.24445
365	-0.687694
366	1.16054
367	0.317761
368	-0.268577
369	-0.889083
370	-0.665083
371	0.723808
372	-1.05862
373	1.00142
374	-0.351812
375	0.827317
376	1.10324
377	0.894374
378	2.35122
379	1.16471
380	2.5424
381	1.56924
382	-1.15754
383	0.582355
384	0.335207
385	0.106491
386	0.998521
387	-0.368395
388	1.79426
389	-1.33894
390	-2.27075
391	0.0576152
392	1.37405
393	-0.167195
394	-0.372057
395	-0.0764039
396	-0.364473
397	-1.36246
398	0.797826
399	1.52117
400	0.675676
401	-0.267641
402	-0.822994
403	1.23279
404	-0.0551051
405	0.178569
406	0.656437
407	2.5673
408	0.638547
409	0.197733
410	-0.325653
411	0.478876
412	-0.421123
413	2.10303
414	-0.635715
415	-0.87166
416	0.840561
417	0.181757
418	0.555574
419	1.53889
420	0.0314208
421	0.00222131
422	0.210775
423	-0.274387
424	0.732742
425	0.285787
426	-0.360705
427	1.41937
428	-0.733592
429	-1.0815
430	0.87926
431	0.791807
432	-0.378052
433	0.232963
434	-0.711936
435	0.748818
436	1.13143
437	-2.379
438	0.994562
439	0.207077
440	2.92931
441	-0.0374845
442	-0.599962
443	-0.0344406
444	-1.95792
445	-2.6368
446	-1.04344
447	0.20144
448	-0.126153
449	1.22451
450	-0.363624
451	-1.24029
452	-2.14153
453	-2.57146
454	0.259544
455	0.0317133
456	0.386759
457	1.01631
458	0.0630664
459	-0.70116
460	1.14029
461	-0.410144
462	0.313675
463	0.726313
464	-1.01985
465	0.896706
466	-1.0372
467	-0.625161
468	1.10946
469	0.205334
470	-0.538829
471	-0.73011
472	0.818447
473	0.956176
474	1.38331
475	0.0488629
476	1.09054
477	-2.01821
478	1.97896
479	0.0525827
480	-0.141547
481	-1.0179
482	-1.73101
483	-1.37646
484	2.83215
485	0.140443
486	1.21646
487	0.132602
488	-0.507434
489	-0.446149
490	-0.765823
491	1.34462
492	0.499509
493	0.358782
494	-0.198191
495	-0.516777
496	1.72452
497	-2.11912
498	1.61109
499	0.299957
500	-1.58456
501	0.0242563
502	-0.734169
503	1.16591
504	-0.326093
505	-0.133295
506	-1.24906
507	1.43572
508	0.708254
509	0.0663071
510	0.937284
511	1.23376
512	0.532473
513	0.375222
514	-0.149454
515	-0.19446
516	0.476095
517	0.117917
518	1.43161
519	1.29927
520	0.243234
521	-1.86896
522	-0.175068
523	-1.72809
524	0.583102
525	-1.141
526	-0.919022
527	-0.0751102
528	-0.652566
529	0.525008
530	-1.16775
531	-0.6044
532	-0.45721
533	-1.06207
534	0.594581
535	-0.0910593
536	-0.565253
537	0.135273
538	0.442424
539	-1.96498
540	-0.207876
541	0.320729
542	1.36749
543	-0.673363
544	0.314345
545	-0.848924
546	-0.519431
547	0.799852
548	-0.58181
549	0.293582
550	-0.502366
551	-0.542421
552	-0.862095
553	1.39829
554	-0.194604
555	0.30327
556	0.0763345
557	-0.255991
558	0.512087
559	-0.348808
560	1.76865
561	-0.683839
562	-0.876988
563	-1.02033
564	0.783254
565	-1.30972
566	-0.450042
567	-0.289169
568	0.623611
569	-0.627733
